"","x","y","label"
"1275",205.985605654,260.756084588,"Layer4"
"1276",328.847896114,412.646278838,"Layer6"
"1277",330.873098704,132.268231378,"Layer3"
"1278",161.611166682,400.630076804,"WM"
"1279",296.444654674,180.558062024,"Layer3"
"1280",493.519368932,354.500462254,"Layer2"
"1281",426.507665454,192.259232544,"Layer3"
"1282",152.880293294,319.711982208,"Layer5"
"1283",263.95140423,385.193532618,"WM"
"1284",205.850592148,282.313241046,"Layer5"
"1285",193.5193586,271.467156064,"Layer4"
"1286",319.98200922,353.240336198,"Layer6"
"1287",430.828097646,451.125128048,"Layer3"
"1288",355.580570302,143.204325364,"Layer3"
"1289",233.12332036,363.41135365,"WM"
"1290",244.194427852,120.83708787,"Layer1"
"1291",475.607577136,257.335742436,"Layer2"
"1292",224.752482988,239.333941636,"Layer4"
"1293",297.794789734,423.177332306,"Layer6"
"1294",469.126928848,300.40505085,"Layer3"
"1295",299.50496081,185.958602264,"Layer3"
"1296",158.775883056,362.871299626,"Layer6"
"1297",287.038713756,196.624669238,"Layer3"
"1298",360.756088032,283.438353596,"Layer6"
"1299",185.778584256,487.083725146,"WM"
"1300",391.584171902,305.265537066,"Layer5"
"1301",224.167424462,314.80649149,"Layer6"
"1302",478.307847256,316.651676072,"Layer2"
"1303",254.455454308,412.106224814,"WM"
"1304",363.816394168,288.883898338,"Layer6"
"1305",231.413149284,174.662472262,"Layer2"
"1306",421.647179238,434.878502826,"Layer3"
"1307",446.44465984,435.058520834,"Layer3"
"1308",208.100817248,395.58957258,"WM"
"1309",469.801996378,203.375344538,"Layer2"
"1310",167.236729432,476.192635662,"WM"
"1311",274.797489212,174.977503776,"Layer3"
"1312",454.050420678,240.99910821,"Layer3"
"1313",236.183626496,368.81189389,"WM"
"1314",398.424856206,219.036911234,"Layer4"
"1315",193.114318082,325.38254946,"Layer5"
"1316",300.045014834,110.441047908,"Layer1"
"1317",380.06301939,186.54366079,"Layer3"
"1318",335.598571414,337.173728984,"Layer6"
"1319",477.767793232,392.124225926,"Layer2"
"1320",400.405054294,375.427555684,"Layer5"
"1321",413.861400392,224.527460478,"Layer3"
"1322",194.599466648,120.477051854,"Layer1"
"1323",451.530168566,160.081013614,"Layer1"
"1324",226.777685578,384.923505606,"WM"
"1325",414.581472424,127.452749664,"Layer3"
"1326",225.067514502,196.174624218,"Layer3"
"1327",277.317741324,255.895598372,"Layer5"
"1328",397.794793178,305.310541568,"Layer5"
"1329",158.595865048,384.428456084,"Layer6"
"1330",349.144926516,175.5175578,"Layer3"
"1331",375.382551182,407.560770112,"Layer5"
"1332",263.816390724,406.795693578,"WM"
"1333",155.175522896,432.94330924,"WM"
"1334",285.238533676,444.689484262,"Layer6"
"1335",364.356448192,213.366343982,"Layer5"
"1336",469.036919844,311.20613133,"Layer3"
"1337",198.46985382,444.059421234,"WM"
"1338",339.198931574,267.10171937,"Layer6"
"1339",334.563467868,477.362752714,"Layer6"
"1340",409.180932184,445.589574302,"Layer3"
"1341",234.293437412,201.665173462,"Layer3"
"1342",441.49416462,262.466255664,"Layer3"
"1343",426.057620434,256.97570642,"Layer3"
"1344",219.081915736,163.81638728,"Layer1"
"1345",321.377148782,159.135919072,"Layer3"
"1346",227.49775761,287.893799294,"Layer5"
"1347",164.176423296,470.74709092,"WM"
"1348",421.557170234,445.679583306,"Layer3"
"1349",345.949606874,191.674174018,"Layer3"
"1350",352.61027317,127.002704644,"Layer3"
"1351",355.130525282,207.92079924,"Layer5"
"1352",420.072021668,224.57246498,"Layer3"
"1353",307.110721648,417.86680107,"Layer6"
"1354",388.298843256,332.178229262,"Layer5"
"1355",156.255630944,281.95320503,"Layer3"
"1356",241.539162234,487.488765664,"WM"
"1357",351.845196636,234.878495938,"Layer5"
"1358",207.560763224,471.062122434,"WM"
"1359",205.040511112,390.18903234,"WM"
"1360",236.72368052,293.339344036,"Layer5"
"1361",358.325844924,191.764183022,"Layer3"
"1362",313.45635643,396.354649114,"Layer6"
"1363",388.478861264,310.621072804,"Layer5"
"1364",345.63457536,234.833491436,"Layer5"
"1365",313.771387944,353.195331696,"Layer6"
"1366",395.994613098,127.317736158,"Layer3"
"1367",168.631868994,282.043214034,"Layer4"
"1368",280.423051962,250.540062634,"Layer5"
"1369",475.157532116,322.00721181,"Layer3"
"1370",258.640872994,266.516660844,"Layer5"
"1371",338.028814522,428.89290406,"Layer6"
"1372",252.115220204,309.63097376,"Layer6"
"1373",199.324939358,325.427553962,"Layer6"
"1374",332.988310298,267.056714868,"Layer6"
"1375",478.352851758,305.850595592,"Layer2"
"1376",317.236734598,304.725483042,"Layer6"
"1377",175.922598318,131.143118828,"Layer1"
"1378",433.16833175,127.58776317,"Layer1"
"1379",415.526566966,424.032417844,"Layer3"
"1380",269.756984988,439.153930516,"WM"
"1381",312.826293402,482.628279448,"Layer6"
"1382",171.332139114,341.404152172,"Layer6"
"1383",351.980210142,213.276334978,"Layer5"
"1384",462.151231038,408.19083314,"Layer3"
"1385",279.207930408,423.0423188,"WM"
"1386",419.937008162,246.129621438,"Layer3"
"1387",142.844289348,422.097224258,"WM"
"1388",364.671479706,170.252031066,"Layer3"
"1389",227.182726096,331.00811221,"Layer6"
"1390",422.052219756,380.96310943,"Layer3"
"1391",276.462655786,374.527465644,"WM"
"1392",342.889300738,186.273633778,"Layer3"
"1393",171.152121106,362.96130863,"Layer6"
"1394",275.247534232,110.306034402,"Layer1"
"1395",451.125128048,213.99640701,"Layer3"
"1396",167.326738436,465.391555182,"WM"
"1397",233.663374384,287.938803796,"Layer5"
"1398",192.259232544,444.014416732,"WM"
"1399",186.048611268,443.96941223,"WM"
"1400",300.675077862,450.180033506,"Layer6"
"1401",417.731787564,122.097213926,"Layer2"
"1402",419.21693613,343.204332252,"Layer4"
"1403",416.021616488,359.36094847,"Layer4"
"1404",255.265535344,304.275438022,"Layer6"
"1405",324.527463922,153.780383334,"Layer3"
"1406",161.836189192,368.271839866,"Layer6"
"1407",155.535558912,379.027915844,"Layer6"
"1408",401.395153338,235.238531954,"Layer4"
"1409",463.006316576,289.60397037,"Layer3"
"1410",313.861396948,342.439255718,"Layer6"
"1411",351.575169624,267.191728374,"Layer6"
"1412",146.444649508,352.025214644,"Layer5"
"1413",396.71468513,456.255641276,"Layer3"
"1414",446.624677848,413.501364376,"Layer3"
"1415",225.607568526,120.702074364,"Layer1"
"1416",484.338450524,338.253837032,"Layer2"
"1417",203.060313024,233.79838789,"Layer3"
"1418",268.586867936,174.932499274,"Layer3"
"1419",333.48335982,202.385245494,"Layer4"
"1420",194.149421628,185.19352573,"Layer2"
"1421",345.40955285,267.146723872,"Layer6"
"1422",366.741686798,315.841595036,"Layer5"
"1423",309.946005274,455.625578248,"Layer6"
"1424",233.213329364,352.61027317,"WM"
"1425",214.22142952,406.435657562,"WM"
"1426",243.879396338,163.996405288,"Layer2"
"1427",388.83889728,256.705679408,"Layer5"
"1428",413.276341866,310.801090812,"Layer4"
"1429",487.39875666,343.699381774,"Layer2"
"1430",273.672376662,325.967607986,"Layer6"
"1431",154.905495884,465.301546178,"WM"
"1432",396.624676126,467.056721756,"Layer3"
"1433",234.69847793,147.749780066,"Layer1"
"1434",279.973006942,315.211532008,"Layer6"
"1435",247.884797016,465.976613708,"WM"
"1436",199.099916848,357.7857909,"Layer6"
"1437",423.132327804,229.97300522,"Layer3"
"1438",161.431148674,422.232237764,"WM"
"1439",316.471658064,412.556269834,"Layer6"
"1440",350.495061576,418.181832584,"Layer5"
"1441",240.09901817,255.62557136,"Layer5"
"1442",227.857793626,233.978405898,"Layer4"
"1443",261.746183632,261.161125106,"Layer5"
"1444",212.241231432,250.045013112,"Layer4"
"1445",394.599473536,321.422153284,"Layer5"
"1446",223.042311912,476.59767618,"WM"
"1447",431.773192188,321.692180296,"Layer3"
"1448",305.940604596,153.645369828,"Layer3"
"1449",475.69758614,246.534661956,"Layer2"
"1450",440.549070078,391.854198914,"Layer3"
"1451",389.558969312,159.630968594,"Layer3"
"1452",329.477959142,326.372648504,"Layer6"
"1453",302.070217424,256.07561638,"Layer5"
"1454",177.677773896,319.892000216,"Layer5"
"1455",152.475252776,373.627375604,"Layer6"
"1456",182.04321059,141.944199308,"Layer1"
"1457",373.492362098,240.414049684,"Layer5"
"1458",282.268236544,428.487863542,"Layer6"
"1459",399.774991266,461.701186018,"Layer3"
"1460",373.717384608,208.055812746,"Layer4"
"1461",157.96580202,470.702086418,"WM"
"1462",430.198034618,111.38614245,"Layer1"
"1463",187.533759834,239.063914624,"Layer3"
"1464",382.178230984,321.33214428,"Layer5"
"1465",263.096318692,503.82539989,"WM"
"1466",446.534668844,424.257440354,"Layer3"
"1467",351.0351156,342.70928273,"Layer6"
"1468",208.59586677,330.873098704,"Layer6"
"1469",487.308747656,354.455457752,"Layer2"
"1470",421.512165732,456.435659284,"Layer3"
"1471",375.202533174,429.162931072,"Layer5"
"1472",460.576073468,197.884795294,"Layer2"
"1473",186.453651786,390.054018834,"WM"
"1474",198.69487633,411.701184296,"WM"
"1475",216.156623106,136.81368608,"Layer1"
"1476",291.899199972,380.018014888,"Layer6"
"1477",358.100822414,224.12241996,"Layer5"
"1478",175.607566804,174.257431744,"Layer1"
"1479",425.427557406,343.249336754,"Layer3"
"1480",373.31234409,261.971206142,"Layer5"
"1481",454.275443188,208.640871272,"Layer3"
"1482",324.752486432,121.422146396,"Layer2"
"1483",210.126019838,115.21152512,"Layer1"
"1484",283.483358098,255.940602874,"Layer5"
"1485",273.762385666,315.166527506,"Layer6"
"1486",437.983813464,321.737184798,"Layer3"
"1487",237.533761556,185.508557244,"Layer3"
"1488",221.827190358,212.331240436,"Layer3"
"1489",310.936104318,315.436554518,"Layer6"
"1490",265.121521282,223.44735243,"Layer4"
"1491",239.87399566,287.983808298,"Layer5"
"1492",250.315040124,131.683172852,"Layer1"
"1493",428.307845534,370.207033452,"Layer3"
"1494",271.197129052,245.04951339,"Layer5"
"1495",257.470755942,428.307845534,"WM"
"1496",285.058515668,466.24664072,"Layer6"
"1497",217.82178968,336.363647948,"Layer6"
"1498",255.940602874,207.200727208,"Layer3"
"1499",280.918101484,185.823588758,"Layer3"
"1500",388.703883774,278.262835866,"Layer5"
"1501",272.997309132,422.997314298,"WM"
"1502",380.468059908,132.628267394,"Layer3"
"1503",264.131422238,363.63637616,"WM"
"1504",310.351045792,401.710184852,"Layer6"
"1505",332.628274282,321.017112766,"Layer6"
"1506",392.619275448,165.076513336,"Layer3"
"1507",230.693077252,271.737183076,"Layer5"
"1508",178.44285043,212.016208922,"Layer3"
"1509",372.097222536,434.51846681,"Layer5"
"1510",328.98290962,391.08912238,"Layer6"
"1511",459.090924902,402.7902929,"Layer3"
"1512",401.89020286,170.522058078,"Layer3"
"1513",212.826289958,174.527458756,"Layer2"
"1514",416.561670512,283.843394114,"Layer4"
"1515",307.965807186,299.234933798,"Layer6"
"1516",275.742583754,471.557171956,"Layer6"
"1517",472.502266498,262.691278174,"Layer2"
"1518",450.225038008,343.429354762,"Layer3"
"1519",412.421256328,429.432958084,"Layer3"
"1520",465.57157319,359.720984486,"Layer3"
"1521",392.709284452,154.275432856,"Layer3"
"1522",337.08371998,132.31323588,"Layer3"
"1523",299.72998332,153.600365326,"Layer3"
"1524",450.04502,364.98651122,"Layer3"
"1525",326.192630496,353.2853407,"Layer6"
"1526",406.570671068,375.472560186,"Layer4"
"1527",172.232229154,211.97120442,"Layer3"
"1528",308.460856708,234.563464424,"Layer5"
"1529",298.784888778,282.988308576,"Layer6"
"1530",181.728179076,185.103516726,"Layer1"
"1531",295.364546626,331.503161732,"Layer6"
"1532",391.76418991,283.663376106,"Layer5"
"1533",457.830798846,149.369942138,"Layer1"
"1534",191.449151508,125.832587592,"Layer1"
"1535",477.587775224,413.726386886,"Layer2"
"1536",382.043217478,342.93430524,"Layer5"
"1537",410.756089754,229.882996216,"Layer4"
"1538",432.853300236,170.747080588,"Layer3"
"1539",373.402353094,251.170125662,"Layer5"
"1540",282.088218536,450.04502,"Layer6"
"1541",379.928005884,208.100817248,"Layer4"
"1542",196.399646728,298.424852762,"Layer5"
"1543",236.408649006,336.498661454,"Layer6"
"1544",245.454553908,374.302443134,"WM"
"1545",432.71828673,192.304237046,"Layer3"
"1546",221.917199362,201.575164458,"Layer3"
"1547",429.027917566,273.17732714,"Layer3"
"1548",429.252940076,240.819090202,"Layer3"
"1549",216.0216096,158.370842538,"Layer1"
"1550",202.475254498,320.072018224,"Layer5"
"1551",216.92169964,465.751591198,"WM"
"1552",436.09362438,154.59046437,"Layer2"
"1553",448.379853426,165.436549352,"Layer2"
"1554",197.34474127,169.036909512,"Layer1"
"1555",278.80288989,477.002716698,"Layer6"
"1556",336.363647948,229.342942192,"Layer5"
"1557",393.474360986,472.412257494,"Layer3"
"1558",346.039615878,180.873093538,"Layer3"
"1559",290.459055908,148.154820584,"Layer2"
"1560",292.619272004,282.943304074,"Layer6"
"1561",168.721877998,271.287138056,"Layer3"
"1562",153.960401342,168.721877998,"Layer1"
"1563",282.718281564,363.771389666,"WM"
"1564",277.90279985,169.621968038,"Layer3"
"1565",312.376248382,121.332137392,"Layer1"
"1566",187.713777842,217.506758166,"Layer3"
"1567",362.601272614,461.431159006,"Layer5"
"1568",169.44195003,174.212427242,"Layer1"
"1569",201.530159956,449.459961474,"WM"
"1570",422.682282784,294.689479096,"Layer3"
"1571",192.574264058,400.855099314,"WM"
"1572",359.855997992,412.871301348,"Layer5"
"1573",318.001811132,196.849691748,"Layer4"
"1574",298.469857264,326.147625994,"Layer6"
"1575",383.123325526,191.94420103,"Layer3"
"1576",294.509461088,450.135029004,"Layer6"
"1577",354.275439744,326.552666512,"Layer6"
"1578",221.062113824,320.20703173,"Layer6"
"1579",309.315942246,115.931597152,"Layer1"
"1580",363.456358152,342.799291734,"Layer6"
"1581",210.84609187,444.149430238,"WM"
"1582",437.66878195,364.896502216,"Layer3"
"1583",254.095418292,466.02161821,"WM"
"1584",249.369945582,261.071116102,"Layer5"
"1585",229.5229602,433.483363264,"WM"
"1586",484.743491042,284.338443636,"Layer2"
"1587",468.586874824,375.922605206,"Layer3"
"1588",393.7893925,429.297944578,"Layer4"
"1589",404.860499992,186.723678798,"Layer3"
"1590",313.00631141,461.07112299,"Layer6"
"1591",186.633669794,368.451857874,"Layer6"
"1592",463.5463706,214.086416014,"Layer2"
"1593",362.916304128,418.271841588,"Layer5"
"1594",354.095421736,348.10982297,"Layer6"
"1595",439.063921512,170.79208509,"Layer3"
"1596",263.411350206,460.711086974,"WM"
"1597",165.976603376,222.727280398,"Layer3"
"1598",460.17103295,251.80018869,"Layer3"
"1599",328.5328646,455.760591754,"Layer6"
"1600",249.144923072,293.42935304,"Layer6"
"1601",308.820892724,180.603066526,"Layer3"
"1602",410.89110326,208.325839758,"Layer3"
"1603",277.00270981,299.009911288,"Layer6"
"1604",251.395148172,406.705684574,"WM"
"1605",256.480656898,131.728177354,"Layer1"
"1606",236.678676018,304.140424516,"Layer6"
"1607",316.921703084,347.839795958,"Layer6"
"1608",194.509457644,131.278132334,"Layer1"
"1609",232.583266336,438.883903504,"WM"
"1610",385.778591144,251.260134666,"Layer5"
"1611",233.528360878,309.495960254,"Layer6"
"1612",416.606675014,273.087318136,"Layer4"
"1613",440.324047568,424.212435852,"Layer3"
"1614",236.138621994,379.61297437,"WM"
"1615",347.929804962,348.064818468,"Layer6"
"1616",442.349250158,143.834388392,"Layer1"
"1617",230.783086256,260.936102596,"Layer5"
"1618",450.855101036,257.155724428,"Layer3"
"1619",209.360943304,223.042311912,"Layer3"
"1620",248.19982853,422.81729629,"WM"
"1621",244.104418848,131.63816835,"Layer1"
"1622",437.263741432,418.811895612,"Layer3"
"1623",161.026108156,476.14763116,"WM"
"1624",407.2907431,278.397849372,"Layer5"
"1625",352.520264166,137.803785124,"Layer3"
"1626",199.414948362,314.626473482,"Layer5"
"1627",182.71827812,481.683184906,"WM"
"1628",301.75518591,299.189929296,"Layer6"
"1629",373.942407118,175.697575808,"Layer3"
"1630",200.630069916,142.079212814,"Layer1"
"1631",201.935200474,395.544568078,"WM"
"1632",413.546368878,267.641773394,"Layer4"
"1633",254.320440802,433.663381272,"WM"
"1634",202.790286012,276.912700806,"Layer5"
"1635",320.702081252,256.210629886,"Layer6"
"1636",460.891104982,154.770482378,"Layer1"
"1637",423.627377326,165.256531344,"Layer3"
"1638",203.690376052,147.524757556,"Layer1"
"1639",444.41945725,289.468956864,"Layer3"
"1640",354.18543074,337.30874249,"Layer6"
"1641",213.186325974,120.61206536,"Layer1"
"1642",329.702981652,294.014411566,"Layer6"
"1643",438.613876492,235.463554464,"Layer3"
"1644",406.525666566,386.228636164,"Layer4"
"1645",225.517559522,131.503154844,"Layer1"
"1646",256.97570642,492.979314908,"WM"
"1647",447.389754382,305.670577584,"Layer3"
"1648",341.179129662,423.49236382,"Layer6"
"1649",375.067519668,450.72008753,"Layer5"
"1650",373.852398114,186.498656288,"Layer3"
"1651",338.88390006,310.261036788,"Layer6"
"1652",242.934301796,293.384348538,"Layer5"
"1653",332.043215756,396.48966262,"Layer6"
"1654",336.228634442,250.90009865,"Layer6"
"1655",435.373552348,251.620170682,"Layer3"
"1656",241.854193748,444.374452748,"WM"
"1657",412.646278838,397.074721146,"Layer3"
"1658",338.973909064,299.459956308,"Layer6"
"1659",306.885699138,450.225038008,"Layer6"
"1660",446.66968235,402.700283896,"Layer3"
"1661",329.88299966,272.457255108,"Layer6"
"1662",296.534663678,169.756981544,"Layer3"
"1663",177.452751386,352.205232652,"Layer6"
"1664",316.60667157,390.999113376,"Layer6"
"1665",438.973912508,181.548161068,"Layer3"
"1666",322.097220814,488.07382419,"Layer6"
"1667",379.207933852,305.175528062,"Layer5"
"1668",247.97480602,455.175533228,"WM"
"1669",387.443757718,450.810096534,"Layer4"
"1670",442.034218644,186.99370581,"Layer3"
"1671",334.83349488,445.049520278,"Layer6"
"1672",356.480660342,450.585074024,"Layer5"
"1673",205.535560634,325.472558464,"Layer6"
"1674",218.856893226,196.129619716,"Layer3"
"1675",423.0423188,240.7740857,"Layer3"
"1676",321.242135276,180.69307553,"Layer3"
"1677",205.130520116,379.38795186,"WM"
"1678",365.88660126,434.473462308,"Layer5"
"1679",317.776788622,229.207928686,"Layer5"
"1680",480.87310387,386.768690188,"Layer2"
"1681",195.814588202,384.698483096,"WM"
"1682",245.679576418,341.944206196,"Layer6"
"1683",308.595870214,212.961303464,"Layer5"
"1684",184.788485212,190.504056966,"Layer2"
"1685",218.991906732,174.572463258,"Layer2"
"1686",279.0279124,444.64447976,"Layer6"
"1687",486.94871164,408.370851148,"Layer2"
"1688",463.366352592,235.643572472,"Layer3"
"1689",436.138628882,143.78938389,"Layer2"
"1690",146.03960899,405.94060804,"WM"
"1691",308.190829696,266.87669686,"Layer6"
"1692",432.403255216,235.418549962,"Layer3"
"1693",336.273638944,240.144022672,"Layer5"
"1694",161.34113967,432.988313742,"WM"
"1695",322.502261332,434.158430794,"Layer6"
"1696",337.218733486,110.71107492,"Layer2"
"1697",207.785785734,438.703885496,"WM"
"1698",375.922605206,332.088220258,"Layer5"
"1699",280.738083476,207.380745216,"Layer4"
"1700",204.905497606,411.746188798,"WM"
"1701",179.927998996,433.123327248,"WM"
"1702",247.74978351,487.533770166,"WM"
"1703",447.929808406,230.153023228,"Layer3"
"1704",466.426658728,241.089117214,"Layer3"
"1705",177.497755888,341.449156674,"Layer6"
"1706",402.835297402,467.101726258,"Layer3"
"1707",335.373548904,369.531965922,"Layer6"
"1708",342.169228706,283.30334009,"Layer6"
"1709",318.496860654,132.178222374,"Layer2"
"1710",189.378944416,417.011715532,"WM"
"1711",280.963105986,175.022508278,"Layer3"
"1712",317.371748104,283.123322082,"Layer6"
"1713",275.157525228,121.06211038,"Layer1"
"1714",349.099922014,186.31863828,"Layer3"
"1715",434.608475814,359.495961976,"Layer3"
"1716",248.064815024,444.41945725,"WM"
"1717",304.140424516,401.66518035,"Layer6"
"1718",339.603972092,213.186325974,"Layer5"
"1719",288.92890284,363.816394168,"Layer6"
"1720",454.140429682,230.19802773,"Layer3"
"1721",493.294346422,386.858699192,"Layer2"
"1722",438.298844978,278.622871882,"Layer3"
"1723",487.17373415,376.01261421,"Layer2"
"1724",203.375344538,190.639070472,"Layer2"
"1725",174.84249027,282.088218536,"Layer4"
"1726",324.842495436,110.621065916,"Layer1"
"1727",468.091825302,440.59407458,"Layer2"
"1728",360.081020502,380.51306441,"Layer5"
"1729",277.767786344,191.179124496,"Layer3"
"1730",341.314143168,401.935207362,"Layer6"
"1731",437.128727926,440.36905207,"Layer3"
"1732",364.31144369,224.167424462,"Layer5"
"1733",317.05671659,326.2826395,"Layer6"
"1734",374.122425126,154.14041935,"Layer3"
"1735",210.801087368,454.905506216,"WM"
"1736",412.24123832,450.990114542,"Layer3"
"1737",196.579664736,276.867696304,"Layer5"
"1738",411.206134774,165.16652234,"Layer3"
"1739",404.770490988,197.479754776,"Layer3"
"1740",233.078315858,374.21243413,"WM"
"1741",493.339350924,376.057618712,"Layer2"
"1742",356.840696358,396.669680628,"Layer5"
"1743",472.817298012,219.576965258,"Layer2"
"1744",289.60397037,266.741683354,"Layer5"
"1745",397.254739154,380.783091422,"Layer5"
"1746",164.806486324,384.473460586,"Layer6"
"1747",295.049515112,374.66247915,"Layer6"
"1748",205.22052912,368.58687138,"WM"
"1749",376.867699748,202.700277008,"Layer4"
"1750",400.855099314,310.711081808,"Layer5"
"1751",193.924399118,217.551762668,"Layer3"
"1752",209.900997328,147.569762058,"Layer1"
"1753",422.277242266,348.604872492,"Layer4"
"1754",203.780385056,136.723677076,"Layer1"
"1755",297.92980324,401.620175848,"Layer6"
"1756",385.328546124,315.976608542,"Layer5"
"1757",487.62377917,311.341144836,"Layer2"
"1758",321.692180296,116.021606156,"Layer1"
"1759",427.047719478,116.78668269,"Layer1"
"1760",217.776785178,347.119723926,"Layer6"
"1761",352.700282174,116.246628666,"Layer2"
"1762",369.621974926,342.844296236,"Layer5"
"1763",158.550860546,395.229536564,"WM"
"1764",477.452761718,435.283543344,"Layer2"
"1765",397.569770668,337.623774004,"Layer5"
"1766",425.96761143,267.731782398,"Layer3"
"1767",172.097215648,233.57336538,"Layer3"
"1768",327.677779062,148.424847596,"Layer3"
"1769",182.853291626,460.126028448,"WM"
"1770",243.969405342,153.195324808,"Layer1"
"1771",397.434757162,359.225934964,"Layer5"
"1772",283.033313078,320.65707675,"Layer6"
"1773",266.87669686,412.196233818,"WM"
"1774",257.065715424,482.22323893,"WM"
"1775",224.887496494,217.776785178,"Layer3"
"1776",382.808294012,235.103518448,"Layer5"
"1777",429.7929941,165.301535846,"Layer3"
"1778",341.80919269,337.218733486,"Layer6"
"1779",400.180031784,407.74078812,"Layer4"
"1780",304.365447026,369.306943412,"Layer6"
"1781",299.189929296,229.07291518,"Layer5"
"1782",231.008108766,228.577865658,"Layer3"
"1783",188.973903898,470.927108928,"WM"
"1784",321.287139778,169.936999552,"Layer3"
"1785",264.761485266,277.362745826,"Layer5"
"1786",274.617471204,196.534660234,"Layer3"
"1787",367.371749826,229.567964702,"Layer5"
"1788",170.522058078,449.234938964,"WM"
"1789",441.359151114,284.023412122,"Layer3"
"1790",381.323145446,439.964011552,"Layer4"
"1791",226.14762255,471.19713594,"WM"
"1792",158.910896562,341.314143168,"Layer5"
"1793",209.675974818,179.927998996,"Layer2"
"1794",362.826295124,429.072922068,"Layer5"
"1795",180.198026008,400.76509031,"WM"
"1796",240.414049684,212.466253942,"Layer3"
"1797",311.026113322,304.68047854,"Layer6"
"1798",279.25293491,412.286242822,"WM"
"1799",448.649880438,133.123316916,"Layer1"
"1800",465.436559684,381.278140944,"Layer3"
"1801",264.446453752,320.522063244,"Layer6"
"1802",194.689475652,109.720975876,"Layer1"
"1803",211.476154898,357.875799904,"Layer6"
"1804",270.162025506,385.23853712,"WM"
"1805",229.29793769,465.841600202,"WM"
"1806",311.88119886,186.048611268,"Layer3"
"1807",302.790289456,159.000905566,"Layer3"
"1808",200.405047406,174.437449752,"Layer1"
"1809",413.186332862,321.55716679,"Layer4"
"1810",202.29523649,341.629174682,"Layer6"
"1811",295.184528618,353.06031819,"Layer6"
"1812",300.765086866,439.378953026,"Layer6"
"1813",283.708380608,223.582365936,"Layer5"
"1814",329.072918624,380.2880419,"Layer6"
"1815",231.7731853,120.747078866,"Layer1"
"1816",157.245729988,141.7641813,"Layer1"
"1817",231.458153786,163.906396284,"Layer2"
"1818",416.921706528,229.928000718,"Layer3"
"1819",372.952308074,315.886599538,"Layer5"
"1820",212.556262946,206.885695694,"Layer3"
"1821",333.213332808,234.743482432,"Layer5"
"1822",350.720084086,385.823595646,"Layer6"
"1823",384.878501104,380.693082418,"Layer5"
"1824",394.509464532,332.223233764,"Layer5"
"1825",323.13232436,347.88480046,"Layer6"
"1826",328.937905118,401.845198358,"Layer6"
"1827",423.987413342,111.341137948,"Layer1"
"1828",415.481562464,434.833498324,"Layer3"
"1829",181.053111546,282.133223038,"Layer4"
"1830",249.234932076,282.62827256,"Layer5"
"1831",260.441053074,444.509466254,"WM"
"1832",145.994604488,416.696684018,"WM"
"1833",410.036017722,326.95770703,"Layer5"
"1834",315.031514,180.648071028,"Layer3"
"1835",186.138620272,433.16833175,"WM"
"1836",463.231339086,257.245733432,"Layer3"
"1837",282.808290568,352.970309186,"WM"
"1838",285.32854268,433.888403782,"Layer6"
"1839",199.774984378,260.711080086,"Layer4"
"1840",352.205232652,180.91809804,"Layer3"
"1841",444.239439242,311.026113322,"Layer3"
"1842",291.674177462,412.376251826,"Layer6"
"1843",190.234029954,298.37984826,"Layer5"
"1844",221.602167848,244.689477374,"Layer4"
"1845",389.648978316,148.874892616,"Layer3"
"1846",193.96940362,206.750682188,"Layer3"
"1847",196.489655732,287.668776784,"Layer5"
"1848",466.741690242,197.929799796,"Layer2"
"1849",336.543665956,207.785785734,"Layer5"
"1850",286.498659732,272.142223594,"Layer6"
"1851",178.66787294,179.702976486,"Layer1"
"1852",423.312345812,208.415848762,"Layer3"
"1853",277.857795348,180.423048518,"Layer3"
"1854",289.063916346,342.25923771,"Layer6"
"1855",387.308744212,472.367252992,"Layer3"
"1856",280.60306997,228.937901674,"Layer5"
"1857",344.2844403,418.136828082,"Layer6"
"1858",293.699380052,131.998204366,"Layer1"
"1859",331.818193246,428.847899558,"Layer6"
"1860",152.79028429,330.468058186,"Layer5"
"1861",368.856898392,450.675083028,"Layer5"
"1862",320.972108264,213.051312468,"Layer5"
"1863",477.902806738,370.567069468,"Layer2"
"1864",394.91450505,278.307840368,"Layer5"
"1865",171.69217513,287.488758776,"Layer4"
"1866",328.397851094,477.317748212,"Layer6"
"1867",439.288944022,138.433848152,"Layer1"
"1868",214.086416014,427.99281402,"WM"
"1869",249.909999606,185.598566248,"Layer3"
"1870",327.812792568,126.822686636,"Layer2"
"1871",259.720981042,115.571561136,"Layer1"
"1872",337.803792012,461.251140998,"Layer5"
"1873",313.141324916,439.46896203,"Layer6"
"1874",311.116122326,293.87939806,"Layer6"
"1875",189.423948918,406.255639554,"WM"
"1876",233.843392392,266.381647338,"Layer5"
"1877",169.756981544,131.098114326,"Layer1"
"1878",309.85599627,466.426658728,"Layer6"
"1879",160.306036124,147.209726042,"Layer1"
"1880",304.23043352,390.909104372,"Layer6"
"1881",407.06572059,310.75608631,"Layer5"
"1882",270.612070526,320.567067746,"Layer6"
"1883",314.941504996,191.449151508,"Layer3"
"1884",267.641773394,304.365447026,"Layer6"
"1885",409.946008718,337.713783008,"Layer5"
"1886",490.369053792,359.901002494,"Layer2"
"1887",466.69668574,208.730880276,"Layer2"
"1888",235.733581476,433.528367766,"WM"
"1889",383.21333453,181.14312055,"Layer3"
"1890",255.62557136,250.360044626,"Layer5"
